No;lokasi;kamar_tidur;kamar_mandi;luas_rumah;luas_tanah;harga;jenis_rumah
2166;Pancoran Mas;2;1;36;60;442000000;Sederhana
2167;Beji;6;5;507;1386;13000000000;Mewah
2168;Cimanggis;3;2;200;521;1400000000;Mewah
2169;Pancoran Mas;2;1;120;126;950000000;Menengah
2170;Pancoran Mas;3;2;72;90;997600000;Menengah
2171;Cilodong;4;3;150;100;900000000;Menengah
2172;Cinere;3;2;73;60;1200000000;Sederhana
2173;Sawangan;2;1;45;80;565000000;Menengah
2174;Cilodong;2;2;45;72;510000000;Sederhana
2175;Cipayung;2;1;40;50;150000000;Sederhana
2176;Sukmajaya;2;1;78;90;450000000;Menengah
2177;Cimanggis;3;2;200;521;1500000000;Mewah
2178;Cipayung;2;1;36;60;195000000;Sederhana
2179;Cilodong;2;1;50;100;480000000;Menengah
2180;Sawangan;3;1;60;75;280000000;Sederhana
2181;Sukmajaya;2;2;67;90;500000000;Menengah
2182;Cilodong;3;2;120;108;700000000;Menengah
2183;Cimanggis;2;1;40;50;150000000;Sederhana
2184;Cipayung;2;1;45;65;266000000;Sederhana
2185;Cinere;3;2;120;128;1400000000;Menengah
2186;Pancoran Mas;3;2;65;67;550000000;Sederhana
2187;Sawangan;2;2;157;309;1300000000;Mewah
2188;Tapos;3;1;70;110;370000090;Menengah
2189;Beji;6;4;620;1055;4700000000;Mewah
2190;Cimanggis;2;1;25;50;178000000;Sederhana
2191;Cilodong;3;3;118;108;875000000;Menengah
2192;Cimanggis;2;1;54;95;669950000;Menengah
2193;Sawangan;2;1;45;70;390000000;Sederhana
2194;Cinere;6;5;205;230;3500000000;Mewah
2195;Cinere;2;2;70;90;1250000000;Menengah
2196;Beji;3;2;90;112;870000000;Menengah
2197;Cimanggis;3;2;110;72;685000000;Sederhana
2198;Sawangan;2;1;36;60;285000000;Sederhana
2199;Cilodong;5;3;100;183;1200000000;Menengah
2200;Pancoran Mas;6;3;180;150;2100000000;Menengah
2201;Beji;3;2;91;79;1280600000;Sederhana
2202;Cilodong;2;2;46;100;580000000;Menengah
2203;Sawangan;3;2;60;98;450000000;Menengah
2204;Cipayung;2;1;40;60;240000000;Sederhana
2205;Cipayung;2;1;55;66;285000000;Sederhana
2206;Sawangan;3;1;60;75;280000000;Sederhana
2207;Pancoran Mas;2;2;66;53;575000000;Sederhana
2208;Cinere;3;2;98;67;990000000;Sederhana
2209;Pancoran Mas;2;2;90;103;900000000;Menengah
2210;Sawangan;4;3;175;253;1900000000;Mewah
2211;Beji;3;3;147;122;1850000000;Menengah
2212;Cimanggis;3;3;225;160;2375000000;Menengah
2213;Beji;3;3;88;100;1250000000;Menengah
2214;Sawangan;2;2;60;90;440000000;Menengah
2215;Pancoran Mas;4;2;300;200;1500000000;Menengah
2216;Cilodong;2;1;36;84;300000000;Menengah
2217;Pancoran Mas;3;2;120;275;1890000000;Mewah
2218;Pancoran Mas;3;2;120;78;950000000;Sederhana
2219;Pancoran Mas;4;2;90;90;400000000;Menengah
2220;Cinere;5;3;500;322;4700000000;Mewah
2221;Pancoran Mas;2;1;40;66;385000000;Sederhana
2222;Sukmajaya;3;2;100;150;725000000;Menengah
2223;Cimanggis;6;4;445;299;1200000000;Mewah
2224;Cimanggis;3;2;183;105;2200000000;Menengah
2225;Cipayung;2;1;40;69;410000000;Sederhana
2226;Pancoran Mas;4;2;75;124;815000000;Menengah
2227;Sukmajaya;2;1;50;50;400000000;Sederhana
2228;Limo;2;1;45;72;624700000;Sederhana
2229;Sawangan;2;1;70;87;150000000;Menengah
2230;Pancoran Mas;2;1;50;50;250000000;Sederhana
2231;Cimanggis;2;1;45;82;435000000;Menengah
2232;Cilodong;7;4;274;137;1100000000;Menengah
2233;Sawangan;2;2;30;72;180000000;Sederhana
2234;Beji;2;1;50;73;350000000;Sederhana
2235;Cinere;5;4;184;114;1000000000;Menengah
2236;Pancoran Mas;2;1;40;61;230000000;Sederhana
2237;Sawangan;2;1;36;51;235000000;Sederhana
2238;Cilodong;2;1;24;42;233000000;Sederhana
2239;Cilodong;2;1;63;129;550000000;Menengah
2240;Bojongsari;3;1;60;153;550000000;Menengah
2241;Cinere;4;2;300;200;2850000000;Menengah
2242;Cimanggis;4;4;160;96;975000000;Menengah
2243;Cinere;3;2;80;177;1200000000;Menengah
2244;Sawangan;2;1;36;100;350000000;Menengah
2245;Cimanggis;2;1;40;50;175000000;Sederhana
2246;Beji;2;1;60;81;630000000;Menengah
2247;Tapos;0;0;0;435;1880000000;Mewah
2248;Cimanggis;2;1;36;66;600000000;Sederhana
2249;Bojongsari;2;1;38;72;282000000;Sederhana
2250;Bojongsari;2;2;65;70;275000000;Sederhana
2251;Beji;4;4;120;100;1500000000;Menengah
2252;Pancoran Mas;2;1;54;54;195000000;Sederhana
2253;Pancoran Mas;2;1;40;60;185000000;Sederhana
2254;Bojongsari;0;0;38;72;290000000;Sederhana
2255;Sawangan;3;2;117;160;1600000000;Menengah
2256;Cimanggis;3;2;80;50;549999990;Sederhana
2257;Cinere;4;2;90;156;2000000000;Menengah
2258;Cimanggis;4;3;220;210;1749900000;Mewah
2259;Pancoran Mas;3;2;89;105;950000000;Menengah
2260;Pancoran Mas;2;2;70;144;1285000000;Menengah
2261;Cipayung;2;1;45;70;270000000;Sederhana
2262;Cilodong;2;2;45;1;400000000;Sederhana
2263;Cipayung;2;1;42;42;150000000;Sederhana
2264;Cilodong;2;1;36;50;385000000;Sederhana
2265;Sawangan;3;2;70;84;692000000;Menengah
2266;Cilodong;2;1;24;61;363000000;Sederhana
2267;Sawangan;2;1;36;60;195000000;Sederhana
2268;Sawangan;2;1;36;65;321000000;Sederhana
2269;Sawangan;2;1;30;30;125000000;Sederhana
2270;Cipayung;2;1;40;40;130000000;Sederhana
2271;Beji;2;1;45;55;575000000;Sederhana
2272;Beji;3;3;140;105;1300000000;Menengah
2273;Cipayung;2;1;36;50;175000000;Sederhana
2274;Beji;3;2;130;84;995000000;Menengah
2275;Sawangan;2;1;36;55;265000000;Sederhana
2276;Cinere;2;1;25;50;188000000;Sederhana
2277;Beji;2;1;45;70;660000000;Sederhana
2278;Sukmajaya;3;3;150;100;1200000000;Menengah
2279;Beji;2;1;45;73;630000000;Sederhana
2280;Beji;4;3;150;245;2000000000;Mewah
2281;Cipayung;2;1;36;50;200000000;Sederhana
2282;Cinere;4;3;180;198;2900000000;Menengah
2283;Cipayung;2;1;60;112;530000000;Menengah
2284;Cinere;6;5;300;299;4000000000;Mewah
2285;Cinere;4;3;200;264;2300000000;Mewah
2286;Pancoran Mas;2;1;40;50;155000000;Sederhana
2287;Cipayung;2;1;50;50;190000000;Sederhana
2288;Pancoran Mas;2;1;50;73;325000000;Sederhana
2289;Cipayung;2;1;36;60;400000000;Sederhana
2290;Sawangan;2;1;45;80;565000000;Menengah
2291;Cinere;3;3;250;228;3250000000;Mewah
2292;Beji;3;3;115;89;1250000000;Menengah
2293;Cinere;4;4;180;120;2000000000;Menengah
2294;Cimanggis;4;3;78;123;1295000000;Menengah
2295;Cipayung;2;1;40;50;182000000;Sederhana
2296;Pancoran Mas;2;1;65;82;650000000;Menengah
2297;Beji;3;3;110;70;975000000;Sederhana
2298;Pancoran Mas;3;1;80;115;939000000;Menengah
2299;Tapos;2;1;40;63;360500000;Sederhana
2300;Cinere;2;1;55;99;595000000;Menengah
2301;Cinere;4;4;180;120;2100000000;Menengah
2302;Cinere;2;3;130;128;1950000000;Menengah
2303;Beji;2;1;72;81;730000000;Menengah
2304;Bojongsari;2;1;30;60;320000000;Sederhana
2305;Sawangan;2;1;100;173;880000000;Menengah
2306;Cipayung;2;1;50;50;250000000;Sederhana
2307;Pancoran Mas;2;1;45;70;645000000;Sederhana
2308;Sukmajaya;4;4;143;99;1250000000;Menengah
2309;Cipayung;2;1;90;90;300000000;Menengah
2310;Cipayung;2;1;40;40;148000000;Sederhana
2311;Cinere;3;2;72;67;815976515;Sederhana
2312;Cinere;0;0;0;240;2750000000;Mewah
2313;Cilodong;2;1;60;85;485000000;Menengah
2314;Sawangan;2;1;36;60;270000000;Sederhana
2315;Cilodong;2;1;36;84;400000000;Menengah
2316;Cinere;2;1;34;70;619700000;Sederhana
2317;Cinere;4;3;200;120;2000000000;Menengah
2318;Pancoran Mas;2;1;45;72;427000000;Sederhana
2319;Bojongsari;2;2;38;72;393992000;Sederhana
2320;Cinere;8;6;732;700;9750000000;Mewah
2321;Sawangan;4;3;320;2648;7500000000;Mewah
2322;Bojongsari;2;1;38;72;390000000;Sederhana
2323;Pancoran Mas;2;3;100;100;350000000;Menengah
2324;Sukmajaya;3;1;68;75;575000000;Sederhana
2325;Cimanggis;2;1;42;66;450000000;Sederhana
2326;Sukmajaya;4;4;100;108;1120000000;Menengah
2327;Tapos;20;20;605;895;1750000000;Mewah
2328;Cipayung;2;1;36;60;349000000;Sederhana
2329;Cinere;4;3;85;120;1400000000;Menengah
2330;Sukmajaya;3;2;100;150;725000000;Menengah
2331;Beji;3;2;115;86;995000000;Menengah
2332;Limo;1;1;24;24;100000000;Sederhana
2333;Cipayung;2;1;35;35;155000000;Sederhana
2334;Cilodong;5;2;165;598;3500000000;Mewah
2335;Cilodong;2;1;36;84;450000000;Menengah
2336;Sukmajaya;3;2;130;138;482000000;Menengah
2337;Sawangan;4;1;60;65;420000000;Sederhana
2338;Cipayung;3;2;55;72;588000000;Sederhana
2339;Beji;2;1;70;70;500000000;Sederhana
2340;Cinere;2;2;60;50;775000000;Sederhana
2341;Cinere;3;3;100;107;1695412500;Menengah
2342;Pancoran Mas;2;2;150;290;1500000000;Mewah
2343;Cipayung;2;1;36;50;225000000;Sederhana
2344;Limo;2;2;70;35;250000000;Sederhana
2345;Pancoran Mas;2;1;60;96;685000000;Menengah
2346;Pancoran Mas;4;4;170;120;1600000000;Menengah
2347;Sawangan;2;1;50;80;435000000;Menengah
2348;Cilodong;2;1;45;60;195000000;Sederhana
2349;Tapos;4;2;105;65;660000000;Sederhana
2350;Cimanggis;2;1;60;120;475000000;Menengah
2351;Tapos;2;1;30;60;345000000;Sederhana
2352;Cilodong;2;1;36;61;228080000;Sederhana
2353;Pancoran Mas;2;1;35;40;180000000;Sederhana
2354;Cinere;5;4;550;1170;6000000000;Mewah
2355;Cimanggis;3;2;100;65;500000000;Sederhana
2356;Cilodong;2;1;36;84;519200000;Menengah
2357;Sawangan;4;2;300;89;875000000;Menengah
2358;Pancoran Mas;1;2;35;20;150000000;Sederhana
2359;Sukmajaya;4;2;65;81;790000000;Menengah
2360;Cipayung;3;1;60;85;315000000;Menengah
2361;Bojongsari;2;1;36;72;120000000;Sederhana
2362;Pancoran Mas;2;1;60;60;290000000;Sederhana
2363;Beji;3;3;129;100;1150000000;Menengah
2364;Sawangan;3;2;70;60;604500000;Sederhana
2365;Sukmajaya;5;3;150;224;1100000000;Mewah
2366;Cipayung;2;1;50;55;195000000;Sederhana
2367;Sawangan;2;1;0;0;190000000;Sederhana
2368;Cipayung;2;1;36;72;228080000;Sederhana
2369;Cimanggis;2;1;84;84;650000000;Menengah
2370;Beji;4;2;130;73;850000000;Sederhana
2371;Cilodong;2;1;45;60;195000000;Sederhana
2372;Cimanggis;3;2;100;65;500000000;Sederhana
2373;Sawangan;2;1;0;0;190000000;Sederhana
2374;Beji;3;2;90;60;870000000;Sederhana
2375;Cimanggis;2;1;36;84;389200000;Menengah
2376;Cinere;6;6;700;414;7000000000;Mewah
2377;Sukmajaya;4;1;80;96;650000000;Menengah
2378;Beji;2;1;43;51;547000000;Sederhana
2379;Limo;3;2;80;72;750000000;Sederhana
2380;Sawangan;2;1;40;65;265000000;Sederhana
2381;Bojongsari;2;1;36;70;390000000;Sederhana
2382;Pancoran Mas;3;3;90;120;1400000000;Menengah
2383;Tapos;4;3;115;73;686000000;Sederhana
2384;Cilodong;4;2;180;108;1000000000;Menengah
2385;Pancoran Mas;2;1;72;60;590000000;Sederhana
2386;Cinere;5;4;400;366;4500000000;Mewah
2387;Cinere;6;4;800;975;12000000000;Mewah
2388;Sawangan;3;4;135;96;900000000;Menengah
2389;Pancoran Mas;2;1;40;60;375000000;Sederhana
2390;Cilodong;2;1;89;99;620000000;Menengah
2391;Cipayung;2;1;36;50;225000000;Sederhana
2392;Pancoran Mas;3;2;90;105;1300000000;Menengah
2393;Cipayung;2;1;45;87;485000000;Menengah
2394;Cipayung;2;1;36;50;188000000;Sederhana
2395;Cipayung;2;1;40;40;140000000;Sederhana
2396;Cinere;2;1;40;60;200000000;Sederhana
2397;Cimanggis;2;1;36;72;250000000;Sederhana
2398;Bojongsari;3;1;61;91;888800000;Menengah
2399;Cimanggis;1;1;135;430;550000000;Mewah
2400;Cimanggis;4;2;150;207;1200000000;Mewah
2401;Cimanggis;1;1;135;430;550000000;Mewah
2402;Bojongsari;3;1;61;91;888800000;Menengah
2403;Cimanggis;4;2;150;207;1200000000;Mewah
2404;Cinere;5;5;180;192;3500000000;Menengah
2405;Pancoran Mas;2;1;72;60;590000000;Sederhana
2406;Cilodong;4;2;180;108;1000000000;Menengah
2407;Tapos;4;3;115;73;686000000;Sederhana
2408;Pancoran Mas;3;3;90;120;1400000000;Menengah
2409;Sukmajaya;2;2;55;87;720000000;Menengah
2410;Cinere;9;7;800;1114;9000000000;Mewah
2411;Cilodong;1;1;25;35;232000000;Sederhana
2412;Cimanggis;3;2;140;69;1150000000;Sederhana
2413;Cinere;3;2;100;140;1500000000;Menengah
2414;Bojongsari;2;1;36;70;390000000;Sederhana
2415;Cipayung;2;1;50;50;195000000;Sederhana
2416;Cilodong;2;1;65;93;175000000;Menengah
2417;Sawangan;2;1;48;40;420000000;Sederhana
2418;Cimanggis;4;2;200;127;1300000000;Menengah
2419;Cinere;4;3;350;477;4099000000;Mewah
2420;Pancoran Mas;4;3;115;89;1200000000;Menengah
2421;Sawangan;2;1;30;50;299700000;Sederhana
2422;Pancoran Mas;3;3;99;212;1500000000;Mewah
2423;Tapos;2;1;45;72;325000000;Sederhana
2424;Sawangan;2;2;70;127;650000000;Menengah
2425;Cilodong;2;1;42;72;150000000;Sederhana
2426;Cimanggis;6;5;510;299;1500000000;Mewah
2427;Cipayung;2;1;36;50;175000000;Sederhana
2428;Sawangan;4;3;130;120;800000000;Menengah
2429;Cilodong;2;2;90;72;425000000;Sederhana
2430;Beji;3;3;140;100;1475000000;Menengah
2431;Sawangan;4;3;130;120;800000000;Menengah
2432;Sawangan;2;2;70;127;650000000;Menengah
2433;Sawangan;2;1;30;50;299700000;Sederhana
2434;Tapos;2;1;45;72;325000000;Sederhana
2435;Beji;1;1;24;24;190000000;Sederhana
2436;Cinere;2;1;85;74;650000000;Sederhana
2437;Sawangan;4;2;156;108;1200000000;Menengah
2438;Sawangan;7;7;360;940;2700000000;Mewah
2439;Beji;2;1;72;84;750000000;Menengah
2440;Beji;3;2;75;96;850000000;Menengah
2441;Pancoran Mas;4;3;120;84;1200000000;Menengah
2442;Sawangan;3;2;68;74;499000000;Sederhana
2443;Bojongsari;2;1;40;60;363000000;Sederhana
2444;Cinere;4;3;150;100;875000000;Menengah
2445;Cimanggis;3;2;160;196;1750000000;Menengah
2446;Cilodong;2;2;90;72;425000000;Sederhana
2447;Pancoran Mas;2;1;45;66;280000000;Sederhana
2448;Pancoran Mas;5;2;321;255;4000000000;Mewah
2449;Sukmajaya;2;2;90;90;500000000;Menengah
2450;Beji;3;3;140;100;1475000000;Menengah
2451;Cinere;4;3;115;105;1500000000;Menengah
2452;Pancoran Mas;2;1;45;63;480000000;Sederhana
2453;Cinere;4;3;135;125;1250000000;Menengah
2454;Cimanggis;0;0;0;0;1190923194;Sederhana
2455;Cinere;2;1;55;99;595000000;Menengah
2456;Cinere;2;1;120;192;2000000000;Menengah
2457;Sukmajaya;2;2;84;90;650000000;Menengah
2458;Pancoran Mas;2;1;45;72;500000000;Sederhana
2459;Tapos;3;2;84;84;950000000;Menengah
2460;Limo;2;1;45;88;580000000;Menengah
2461;Cinere;5;0;400;686;6000000000;Mewah
2462;Cilodong;3;2;86;85;865000000;Menengah
2463;Cimanggis;5;3;300;165;1850000000;Menengah
2464;Beji;4;4;160;157;1900000000;Menengah
2465;Sawangan;0;0;40;69;257000000;Sederhana
2466;Cilodong;2;1;60;110;975000000;Menengah
2467;Pancoran Mas;4;4;300;250;2250000000;Mewah
2468;Cimanggis;3;2;110;61;700000000;Sederhana
2469;Sawangan;2;1;36;60;300000000;Sederhana
2470;Bojongsari;3;2;82;60;180000000;Sederhana
2471;Pancoran Mas;4;4;90;145;900000000;Menengah
2472;Cinere;3;3;130;144;2623885000;Menengah
2473;Cimanggis;3;3;130;96;950000000;Menengah
2474;Pancoran Mas;2;1;36;60;340000000;Sederhana
2475;Cilodong;2;1;45;72;365000000;Sederhana
2476;Cilodong;2;1;45;98;689850000;Menengah
2477;Sawangan;2;2;42;60;500000000;Sederhana
2478;Cinere;3;3;158;120;2100000000;Menengah
2479;Beji;3;3;86;60;950000000;Sederhana
2480;Limo;4;2;200;120;1100000000;Menengah
2481;Bojongsari;2;1;62;84;335000000;Menengah
2482;Cipayung;2;1;136;60;173000000;Sederhana
2483;Sawangan;2;2;100;120;900000000;Menengah
2484;Cinere;3;2;160;180;1900000000;Menengah
2485;Cipayung;1;1;21;21;130000000;Sederhana
2486;Cinere;3;2;70;63;950000000;Sederhana
2487;Sawangan;4;3;350;200;1650000000;Menengah
2488;Sawangan;1;1;50;50;170000000;Sederhana
2489;Cimanggis;2;1;57;62;190000000;Sederhana
2490;Cinere;4;3;500;300;4500000000;Mewah
2491;Cimanggis;5;4;145;128;2585000000;Menengah
2492;Cipayung;2;1;45;60;235000000;Sederhana
2493;Sawangan;3;2;75;150;900000000;Menengah
2494;Cilodong;5;3;350;235;2100000000;Mewah
2495;Pancoran Mas;3;3;119;89;1200000000;Menengah
2496;Pancoran Mas;2;1;60;60;215000000;Sederhana
2497;Pancoran Mas;3;1;116;103;830000000;Menengah
2498;Cilodong;0;0;0;0;139000000;Sederhana
2499;Cinere;1;1;45;45;249500000;Sederhana
2500;Cimanggis;5;2;200;136;1300000000;Menengah
2501;Sawangan;2;1;50;120;670859000;Menengah
2502;Sawangan;3;2;70;60;698500000;Sederhana
2503;Sawangan;2;1;36;60;345000000;Sederhana
2504;Cinere;2;1;30;50;178000000;Sederhana
2505;Sukmajaya;3;2;55;120;1580000000;Menengah
2506;Cipayung;2;1;45;60;235000000;Sederhana
2507;Cinere;0;0;45;72;450000000;Sederhana
2508;Sawangan;2;1;40;60;285000000;Sederhana
2509;Sawangan;3;3;122;120;1451780000;Menengah
2510;Sawangan;2;1;46;84;430000000;Menengah
2511;Cipayung;2;1;45;66;260000000;Sederhana
2512;Cinere;5;3;400;270;3800000000;Mewah
2513;Cinere;4;2;400;3900;62400000000;Mewah
2514;Pancoran Mas;2;1;36;54;270000000;Sederhana
2515;Sawangan;2;1;70;70;350000000;Sederhana
2516;Cimanggis;8;7;700;1350;8777999000;Mewah
2517;Cinere;4;3;370;366;3500000000;Mewah
2518;Pancoran Mas;3;2;90;45;610000000;Sederhana
2519;Cipayung;2;1;33;33;218000000;Sederhana
2520;Cimanggis;3;2;69;125;1095000000;Menengah
2521;Sawangan;3;2;100;150;1100000000;Menengah
2522;Sawangan;0;0;45;96;690000000;Menengah
2523;Pancoran Mas;3;1;100;72;675000000;Sederhana
2524;Sukmajaya;3;2;181;181;440000000;Menengah
2525;Cilodong;3;4;150;323;1400000000;Mewah
2526;Bojongsari;3;2;100;126;700000000;Menengah
2527;Cinere;3;1;154;154;1500000000;Menengah
2528;Beji;3;2;90;80;880000000;Menengah
2529;Sukmajaya;4;2;150;84;700000000;Menengah
2530;Pancoran Mas;2;1;45;78;550000000;Sederhana
2531;Pancoran Mas;2;1;25;50;188000000;Sederhana
2532;Bojongsari;3;2;82;60;180000000;Sederhana
2533;Beji;3;2;65;76;750000000;Sederhana
2534;Pancoran Mas;3;2;72;6000000;875000000;Mewah
2535;Cinere;3;3;145;105;1950000000;Menengah
2536;Cilodong;5;3;120;400;1500000000;Mewah
2537;Tapos;3;2;110;75;690000000;Sederhana
2538;Tapos;2;1;60;132;950000000;Menengah
2539;Sawangan;3;2;68;131;868000000;Menengah
2540;Cilodong;2;1;42;84;400000000;Menengah
2541;Tapos;5;1;130;130;350000000;Menengah
2542;Cipayung;2;1;35;60;180000000;Sederhana
2543;Cinere;4;3;160;110;1850000000;Menengah
2544;Cimanggis;4;3;250;200;1650000000;Menengah
2545;Cilodong;2;1;40;56;300000000;Sederhana
2546;Bojongsari;2;1;45;72;480000000;Sederhana
2547;Cinere;3;2;250;510;3850000000;Mewah
2548;Cinere;5;3;400;371;3500000000;Mewah
2549;Pancoran Mas;2;1;60;60;230000000;Sederhana
2550;Pancoran Mas;3;2;90;150;800000000;Menengah
2551;Cinere;4;3;299;300;3800000000;Mewah
2552;Cinere;2;1;54;84;325000000;Menengah
2553;Beji;3;2;60;77;655000000;Sederhana
2554;Sawangan;3;2;115;150;800000000;Menengah
2555;Sawangan;2;1;36;81;469000000;Menengah
2556;Cipayung;2;1;36;50;250000000;Sederhana
2557;Pancoran Mas;3;2;100;165;500000000;Menengah
2558;Pancoran Mas;0;0;21;30;115000000;Sederhana
2559;Sukmajaya;3;1;102;102;550000000;Menengah
2560;Cimanggis;3;2;160;300;2250000000;Mewah
2561;Cimanggis;4;2;110;71;661000000;Sederhana
2562;Pancoran Mas;2;2;63;72;695000000;Sederhana
2563;Pancoran Mas;2;1;45;75;395000000;Sederhana
2564;Cipayung;2;1;42;42;160000000;Sederhana
2565;Sawangan;2;1;72;36;363000000;Sederhana
2566;Cilodong;2;1;36;60;472000000;Sederhana
2567;Cimanggis;2;2;110;117;1300000000;Menengah
2568;Cilodong;2;1;45;62;630000000;Sederhana
2569;Sawangan;2;1;40;52;260000000;Sederhana
2570;Sukmajaya;4;3;140;91;830000000;Menengah
2571;Cimanggis;2;1;45;72;954202800;Sederhana
2572;Cimanggis;2;1;36;50;175000000;Sederhana
2573;Cipayung;2;1;40;50;160000000;Sederhana
2574;Sukmajaya;3;2;58;66;745000000;Sederhana
2575;Cipayung;1;1;30;30;87000000;Sederhana
2576;Cipayung;2;1;40;50;155000000;Sederhana
2577;Pancoran Mas;2;1;36;50;175000000;Sederhana
2578;Cinere;2;1;36;72;621000000;Sederhana
2579;Cimanggis;2;1;40;124;730000000;Menengah
2580;Cimanggis;3;2;87;63;735000000;Sederhana
2581;Cimanggis;3;2;65;66;799000000;Sederhana
2582;Cipayung;2;1;40;50;185000000;Sederhana
2583;Sawangan;2;1;38;4000;500000000;Mewah
2584;Cimanggis;2;1;60;0;800000000;Sederhana
2585;Pancoran Mas;2;1;45;60;350000000;Sederhana
2586;Cimanggis;3;1;45;74;599000000;Sederhana
2587;Pancoran Mas;2;1;36;50;175000000;Sederhana
2588;Pancoran Mas;2;1;36;50;165000000;Sederhana
2589;Beji;3;2;80;63;560000000;Sederhana
2590;Cimanggis;3;2;140;100;780000000;Menengah
2591;Cinere;5;2;260;500;2600000000;Mewah
2592;Cimanggis;2;1;303;1615;4870000000;Mewah
2593;Pancoran Mas;5;2;125;128;1650000000;Menengah
2594;Sawangan;0;0;0;0;1190923194;Sederhana
2595;Pancoran Mas;3;2;80;72;795000000;Sederhana
2596;Cipayung;2;1;30;60;280000000;Sederhana
2597;Limo;2;2;72;72;580000000;Sederhana
2598;Pancoran Mas;2;1;45;74;550000000;Sederhana
2599;Sukmajaya;3;3;95;115;1050000000;Menengah
2600;Pancoran Mas;2;1;36;50;175100000;Sederhana
2601;Sukmajaya;4;2;125;146;1200000000;Menengah
2602;Sawangan;3;1;90;103;400000000;Menengah
2603;Sukmajaya;3;2;180;180;1800000000;Menengah
2604;Tapos;2;1;30;50;255000000;Sederhana
2605;Tapos;3;2;80;51;600000000;Sederhana
2606;Pancoran Mas;3;2;70;80;750000000;Menengah
2607;Pancoran Mas;2;1;36;50;250000000;Sederhana
2608;Sawangan;2;1;36;76;400000000;Sederhana
2609;Tapos;2;1;42;66;460000000;Sederhana
2610;Cilodong;2;1;36;60;365000000;Sederhana
2611;Cipayung;3;1;100;50;400000000;Sederhana
2612;Beji;3;2;92;157;850000000;Menengah
2613;Cinere;5;4;650;427;9000000000;Mewah
2614;Cinere;3;3;0;111;1750000000;Menengah
2615;Cimanggis;4;4;250;280;3750000000;Mewah
2616;Cinere;3;3;79;90;1399000000;Menengah
2617;Cimanggis;2;1;36;64;450000000;Sederhana
2618;Sawangan;3;2;70;120;918500000;Menengah
2619;Beji;4;3;160;90;1250000000;Menengah
2620;Pancoran Mas;3;2;60;78;550000000;Sederhana
2621;Beji;2;1;45;72;750000000;Sederhana
2622;Cilodong;2;1;60;90;650000000;Menengah
2623;Cinere;8;4;388;705;7750000000;Mewah
2624;Cinere;4;3;200;600;4900000000;Mewah
2625;Cilodong;4;2;160;200;800000000;Menengah
2626;Cinere;3;2;220;145;1450000000;Menengah
2627;Sawangan;3;2;70;110;600000000;Menengah
2628;Sawangan;2;1;36;69;380000000;Sederhana
2629;Cinere;4;3;180;234;1900000000;Mewah
2630;Sawangan;2;2;43;50;435000000;Sederhana
2631;Cimanggis;2;1;36;84;419200000;Menengah
2632;Cinere;2;2;54;54;370000000;Sederhana
2633;Cinere;5;3;160;136;1300000000;Menengah
2634;Sawangan;3;2;120;195;750000000;Menengah
2635;Cimanggis;3;2;72;70;750000000;Sederhana
2636;Sukmajaya;4;2;80;100;600000000;Menengah
2637;Bojongsari;2;2;99;114;365000000;Menengah
2638;Sawangan;2;1;40;36;399000000;Sederhana
2639;Cimanggis;4;2;105;60;725000000;Sederhana
2640;Cipayung;2;1;50;66;235000000;Sederhana
2641;Tapos;2;1;36;72;465000000;Sederhana
2642;Cipayung;2;1;50;50;180000000;Sederhana
2643;Cipayung;2;1;36;51;210000000;Sederhana
2644;Cipayung;2;1;36;50;260000000;Sederhana
2645;Bojongsari;2;1;32;72;425000000;Sederhana
2646;Cimanggis;2;1;45;68;543000000;Sederhana
2647;Sawangan;5;2;100;135;889000000;Menengah
2648;Bojongsari;2;1;38;72;300000000;Sederhana
2649;Cimanggis;2;1;30;51;175000000;Sederhana
2650;Beji;2;2;60;90;850000000;Menengah
2651;Cinere;3;2;90;80;935000000;Menengah
2652;Sukmajaya;3;2;155;96;1250000000;Menengah
2653;Cimanggis;3;2;200;521;1500000000;Mewah
2654;Sawangan;2;1;36;84;500000000;Menengah
2655;Tapos;1;1;70;90;720000000;Menengah
2656;Cinere;5;2;300;255;2700000000;Mewah
2657;Sawangan;3;2;130;120;1000000000;Menengah
2658;Sawangan;2;1;40;67;300000000;Sederhana
2659;Cimanggis;3;2;100;62;700000000;Sederhana
2660;Cimanggis;0;0;153;740;5984000000;Mewah
2661;Cimanggis;5;3;205;130;1299000000;Menengah
2662;Cimanggis;5;2;180;230;1849500000;Mewah
2663;Cimanggis;7;3;200;335;1200000000;Mewah
2664;Cilodong;2;1;36;60;385000000;Sederhana
2665;Cinere;4;3;400;1107;8500000000;Mewah
2666;Sawangan;2;1;30;50;295000000;Sederhana
2667;Cinere;3;4;159;85;2000000000;Menengah
2668;Sawangan;2;1;40;60;310000000;Sederhana
2669;Sawangan;4;3;200;120;1600000000;Menengah
2670;Bojongsari;0;0;0;0;1190923194;Sederhana
2671;Cimanggis;2;1;54;85;549000000;Menengah
2672;Sukmajaya;3;3;90;180;1500000000;Menengah
2673;Limo;3;2;70;60;600000000;Sederhana
2674;Bojongsari;2;1;42;84;760000000;Menengah
2675;Cipayung;2;1;45;45;170000000;Sederhana
2676;Sawangan;2;1;75;150;930000000;Menengah
2677;Sukmajaya;3;2;80;91;975000000;Menengah
2678;Cimanggis;4;3;200;145;1800000000;Menengah
2679;Bojongsari;2;1;60;120;1190923194;Menengah
